"id:ID","brandNormalized","cpuNormalized","createdAt","description","gpuNormalized","name","price","ramNormalized","screenSize",":LABEL"
"laptop_alienware_area_51m_r3","Alienware","i9","2025-07-31T22:07:41.392918","Desktop replacement gaming laptop with upgradeable components. Ultimate performance for hardcore gamers and enthusiasts. Alien-inspired design with premium materials.","20xx","Alienware Area-51m R3","5299.0","128GB","17","E_Laptop"
"laptop_msi_titan_gt77","MSI","i9","2025-07-31T22:07:41.392918","Flagship gaming laptop with mechanical keyboard and desktop performance. Perfect for content creators and serious gamers. Premium build quality and advanced features.","20xx","MSI Titan GT77","4799.0","128GB","17","E_Laptop"
"laptop_razer_blade_18","Razer","i9","2025-07-31T22:07:41.400276","Large-screen gaming laptop with premium materials and maximum performance. Perfect for professional gaming and content creation. Sleek design with desktop-class specifications.","20xx","Razer Blade 18","4899.0","128GB","18","E_Laptop"
"laptop_origin_pc_millennium","Origin PC","i9","2025-07-31T22:07:41.392918","Custom gaming laptop with hand-built quality and premium components. Perfect for enthusiasts who demand the absolute best. Fully customizable with lifetime support.","20xx","Origin PC Millennium","5499.0","128GB","17","E_Laptop"
"laptop_hp_zbook_fury_g9","HP","i9","2025-07-31T22:07:41.392918","Mobile workstation with ISV certification and professional graphics. Perfect for CAD, engineering, and scientific computing. Maximum reliability and performance for professionals.","20xx","HP ZBook Fury G9","4899.0","128GB","17","E_Laptop"
"laptop_dell_precision_7770","Dell","i9","2025-07-31T22:07:41.392918","Ultimate mobile workstation for demanding applications. Ideal for engineering, architecture, and professional content creation. No-compromise performance and reliability.","20xx","Dell Precision 7770","4699.0","128GB","17","E_Laptop"
"laptop_lenovo_thinkpad_p17","Lenovo","i9","2025-07-31T22:07:41.392918","Professional mobile workstation with ThinkPad reliability. Perfect for CAD, rendering, and professional applications. Premium build quality with maximum performance.","20xx","Lenovo ThinkPad P17","4799.0","128GB","17","E_Laptop"
"laptop_msi_ws75_workstation","MSI","i9","2025-07-31T22:07:41.392918","Content creator workstation with color-accurate display. Ideal for video editing, 3D modeling, and professional design work. ISV-certified for reliability and performance.","20xx","MSI WS75 Workstation","4399.0","128GB","17","E_Laptop"
"laptop_asus_proart_studiobook_h7","ASUS","i9","2025-07-31T22:07:41.392918","Creator workstation with Pantone-validated display. Perfect for professional color work and content creation. Premium materials with workstation-class performance.","20xx","ASUS ProArt StudioBook H7","4299.0","128GB","17","E_Laptop"
"laptop_razer_blade_14_ultimate","Razer","i9","2025-07-31T22:07:41.392918","Compact gaming laptop with desktop-class performance. Perfect for mobile gaming and professional work. Premium build quality in ultra-portable form factor.","20xx","Razer Blade 14 Ultimate","3299.0","64GB","14","E_Laptop"
"laptop_asus_rog_zephyrus_g15","ASUS","i9","2025-07-31T22:07:41.392918","High-performance gaming laptop with anime matrix display. Great for content creators and gamers. Unique design with solid gaming performance and portability.","20xx","ASUS ROG Zephyrus G15","2999.0","64GB","15","E_Laptop"
"laptop_msi_gs66_stealth_ultimate","MSI","i9","2025-07-31T22:07:41.393422","Stealth gaming laptop with understated design and powerful specs. Perfect for professional gamers and content creators. Premium build with advanced cooling system.","20xx","MSI GS66 Stealth Ultimate","3199.0","64GB","15","E_Laptop"
"laptop_hp_omen_17_flagship","HP","i9","2025-07-31T22:07:41.393422","Large-screen gaming laptop with powerful specifications. Ideal for competitive gaming and streaming. Advanced thermal management and customizable RGB lighting.","20xx","HP Omen 17 Flagship","2799.0","64GB","17","E_Laptop"
"laptop_dell_g17_gaming_elite","Dell","i9","2025-07-31T22:07:41.393422","High-performance gaming laptop with excellent value proposition. Great for enthusiast gamers and content creators. Solid build quality with powerful internals.","20xx","Dell G17 Gaming Elite","2899.0","64GB","17","E_Laptop"
"laptop_lg_gram_16_pro","LG","i7","2025-07-31T22:07:41.393422","Ultra-lightweight laptop with large screen and surprising performance. Perfect for professionals who travel frequently. Exceptional battery life despite powerful specs.","20xx","LG Gram 16 Pro","2199.0","32GB","16","E_Laptop"
"laptop_samsung_galaxy_book3_ultra","Samsung","i7","2025-07-31T22:07:41.393422","Premium ultrabook with Samsung ecosystem integration. Great for professionals and creatives. AMOLED display with solid performance and premium materials.","20xx","Samsung Galaxy Book3 Ultra","2399.0","32GB","16","E_Laptop"
"laptop_microsoft_surface_laptop_studio_2","Microsoft","i7","2025-07-31T22:07:41.393422","Innovative convertible laptop with unique hinge design. Perfect for creative professionals and artists. Versatile form factor with powerful specifications.","20xx","Microsoft Surface Laptop Studio 2","2799.0","32GB","14","E_Laptop"
"laptop_huawei_matebook_16s","Huawei","i7","2025-07-31T22:07:41.393422","Premium laptop with excellent display and solid performance. Great for professionals who value design and build quality. Competitive specifications at attractive price.","20xx","Huawei MateBook 16s","1999.0","32GB","16","E_Laptop"
"laptop_xiaomi_redmibook_pro_15","Xiaomi","i7","2025-07-31T22:07:41.393422","Value-oriented premium laptop with flagship features. Perfect for users who want high performance without premium pricing. Excellent build quality and specifications.","20xx","Xiaomi RedmiBook Pro 15","1699.0","32GB","15","E_Laptop"
"laptop_apple_macbook_pro_16_m3_max","Apple","i9","2025-07-31T22:07:41.393422","Ultimate creative powerhouse with M3 Max chip and stunning display. Perfect for professional video editing, music production, and software development. Premium build and performance.","20xx","Apple MacBook Pro 16 M3 Max","4999.0","128GB","16","E_Laptop"
"laptop_gigabyte_aero_16_creator","Gigabyte","i9","2025-07-31T22:07:41.393422","Professional creator laptop with color-accurate OLED display. Ideal for content creation and professional design work. Premium display quality with powerful specifications.","20xx","Gigabyte AERO 16 Creator","4199.0","128GB","16","E_Laptop"
"laptop_msi_creatorpro_z16p","MSI","i9","2025-07-31T22:07:41.393422","Content creator laptop optimized for professional workflows. Perfect for video editing, 3D rendering, and graphic design. ISV-certified with premium components.","20xx","MSI CreatorPro Z16P","3999.0","128GB","16","E_Laptop"
"laptop_asus_proart_studiobook_16","ASUS","i9","2025-07-31T22:07:41.393422","Professional creator laptop with Pantone-validated display. Perfect for color-critical work and professional content creation. Premium materials with workstation performance.","20xx","ASUS ProArt Studiobook 16","3799.0","128GB","16","E_Laptop"
"laptop_hp_zbook_create_g10","HP","i9","2025-07-31T22:07:41.393422","Creator-focused mobile workstation with professional graphics. Ideal for video production, 3D modeling, and professional design. Premium build with creator-optimized features.","20xx","HP ZBook Create G10","3899.0","128GB","16","E_Laptop"
"laptop_acer_predator_triton_500_se","Acer","i7","2025-07-31T22:07:41.393422","High-performance gaming laptop with premium display and solid specs. Great for competitive gaming and content creation. Good balance of performance and price.","20xx","Acer Predator Triton 500 SE","2499.0","32GB","16","E_Laptop"
"laptop_asus_tuf_gaming_a17","ASUS","i7","2025-07-31T22:07:41.393422","Durable gaming laptop with military-grade construction. Perfect for gaming enthusiasts who need reliability. Solid performance with robust build quality.","20xx","ASUS TUF Gaming A17","1999.0","32GB","17","E_Laptop"
"laptop_hp_victus_16","HP","i7","2025-07-31T22:07:41.393422","Gaming laptop with solid performance at competitive price. Great for casual gaming and content creation. Good value proposition with modern design.","20xx","HP Victus 16","1799.0","32GB","16","E_Laptop"
"laptop_lenovo_legion_7i","Lenovo","i7","2025-07-31T22:07:41.393422","Premium gaming laptop with RGB lighting and powerful specs. Perfect for gaming enthusiasts and streamers. Advanced cooling with premium gaming features.","20xx","Lenovo Legion 7i","2699.0","32GB","16","E_Laptop"
"laptop_dell_alienware_m16","Dell","i7","2025-07-31T22:07:41.393422","Gaming laptop with alien-inspired design and solid performance. Ideal for gamers who want unique aesthetics. Premium build quality with gaming-focused features.","20xx","Dell Alienware m16","2999.0","32GB","16","E_Laptop"
"laptop_razer_blade_stealth_13_v2","Razer","i7","2025-07-31T22:07:41.393422","Compact laptop with gaming capabilities and premium design. Perfect for professionals who occasionally game. Ultra-portable with solid performance.","20xx","Razer Blade Stealth 13 V2","1999.0","16GB","13","E_Laptop"
"laptop_asus_zenbook_s13_oled","ASUS","i7","2025-07-31T22:07:41.393422","Ultra-portable laptop with stunning OLED display. Great for professionals and creatives who need portability. Premium materials with excellent screen quality.","20xx","ASUS ZenBook S13 OLED","1799.0","16GB","13","E_Laptop"
"laptop_hp_spectre_x360_14","HP","i7","2025-07-31T22:07:41.393422","Premium convertible laptop with elegant design. Perfect for business professionals and creatives. Luxury materials with solid performance specifications.","20xx","HP Spectre x360 14","2199.0","16GB","14","E_Laptop"
"laptop_lenovo_thinkpad_x1_yoga_gen_8","Lenovo","i7","2025-07-31T22:07:41.393422","Business convertible with premium build quality. Ideal for executives and mobile professionals. ThinkPad reliability with modern performance.","20xx","Lenovo ThinkPad X1 Yoga Gen 8","2399.0","16GB","14","E_Laptop"
"laptop_dell_xps_15_oled","Dell","i7","2025-07-31T22:07:41.393422","Premium laptop with gorgeous OLED display and solid performance. Perfect for content creators and professionals. Exceptional display quality with powerful specs.","20xx","Dell XPS 15 OLED","2699.0","16GB","15","E_Laptop"
"laptop_msi_katana_17","MSI","i7","2025-07-31T22:07:41.393422","Large-screen gaming laptop with solid performance. Great for gaming enthusiasts and content creators. Good value with decent build quality and performance.","20xx","MSI Katana 17","1899.0","32GB","17","E_Laptop"
"laptop_asus_rog_strix_g17","ASUS","i7","2025-07-31T22:07:41.393422","Gaming laptop with aggressive styling and powerful specs. Perfect for gaming enthusiasts who want performance and aesthetics. Solid cooling with RGB effects.","20xx","ASUS ROG Strix G17","2199.0","32GB","17","E_Laptop"
"laptop_hp_omen_16_gaming","HP","i7","2025-07-31T22:07:41.393422","Gaming laptop with solid performance and modern design. Great for competitive gaming and streaming. Advanced thermal management with gaming-focused features.","20xx","HP Omen 16 Gaming","1999.0","32GB","16","E_Laptop"
"laptop_acer_nitro_17","Acer","i7","2025-07-31T22:07:41.393422","Budget gaming laptop with large screen and decent specs. Perfect for casual gaming and content creation. Good value proposition with solid performance.","20xx","Acer Nitro 17","1699.0","32GB","17","E_Laptop"
"laptop_lenovo_ideapad_gaming_3i","Lenovo","i7","2025-07-31T22:07:41.393422","Affordable gaming laptop with solid performance. Great for students and casual gamers. Good balance of gaming capability and everyday usability.","20xx","Lenovo IdeaPad Gaming 3i","1599.0","32GB","15","E_Laptop"
"laptop_hp_elitebook_860_g10","HP","i7","2025-07-31T22:07:41.393422","Premium business laptop with large screen and powerful specs. Perfect for executives and power users. Enterprise features with solid performance.","20xx","HP EliteBook 860 G10","2899.0","64GB","16","E_Laptop"
"laptop_dell_latitude_7440","Dell","i7","2025-07-31T22:07:41.393422","Business laptop with premium build quality and security features. Ideal for enterprise deployments and professional use. Reliable performance with modern connectivity.","20xx","Dell Latitude 7440","2199.0","64GB","14","E_Laptop"
"laptop_lenovo_thinkpad_t16_gen_2","Lenovo","i7","2025-07-31T22:07:41.393422","Large-screen business laptop with ThinkPad reliability. Perfect for professionals who need screen real estate. Premium build with excellent keyboard and performance.","20xx","Lenovo ThinkPad T16 Gen 2","2399.0","64GB","16","E_Laptop"
"laptop_asus_expertbook_b7","ASUS","i7","2025-07-31T22:07:41.393422","Enterprise laptop with security features and solid performance. Great for business deployments and professional use. Reliable build with modern specifications.","20xx","ASUS ExpertBook B7","2699.0","64GB","17","E_Laptop"
"laptop_acer_travelmate_p6","Acer","i7","2025-07-31T22:07:41.393422","Business laptop with focus on portability and performance. Perfect for traveling professionals and consultants. Good balance of features and mobility.","20xx","Acer TravelMate P6","1999.0","64GB","14","E_Laptop"
"laptop_microsoft_surface_studio_laptop","Microsoft","i9","2025-07-31T22:07:41.393422","Premium convertible laptop with innovative design. Perfect for creative professionals and artists. Unique form factor with powerful specifications and premium materials.","20xx","Microsoft Surface Studio Laptop","3499.0","64GB","14","E_Laptop"
"laptop_hp_spectre_fold","HP","i9","2025-07-31T22:07:41.393422","Innovative foldable laptop with cutting-edge technology. Ideal for early adopters and professionals who want the latest tech. Revolutionary design with premium specifications.","20xx","HP Spectre Fold","4999.0","64GB","17","E_Laptop"
"laptop_lenovo_thinkpad_x1_fold_gen_2","Lenovo","i9","2025-07-31T22:07:41.393422","Foldable business laptop with premium build quality. Perfect for executives and tech enthusiasts. Innovative design with ThinkPad reliability and modern performance.","20xx","Lenovo ThinkPad X1 Fold Gen 2","4299.0","64GB","16","E_Laptop"
"laptop_asus_zenbook_pro_16x_fold","ASUS","i9","2025-07-31T22:07:41.393422","Creator-focused foldable laptop with OLED display. Perfect for content creators and design professionals. Cutting-edge technology with creator-optimized features.","20xx","ASUS ZenBook Pro 16X Fold","3999.0","64GB","16","E_Laptop"
"laptop_dell_concept_luna","Dell","i9","2025-07-31T22:07:41.393422","Sustainable laptop with innovative design and premium specs. Great for environmentally conscious professionals. Premium performance with sustainable materials and design.","20xx","Dell Concept Luna","3799.0","64GB","15","E_Laptop"
"laptop_samsung_galaxy_book4_pro","Samsung","i7","2025-07-31T22:07:41.393422","Premium ultrabook with Samsung ecosystem integration. Perfect for professionals in Samsung ecosystem. AMOLED display with solid performance and premium build.","20xx","Samsung Galaxy Book4 Pro","2199.0","32GB","16","E_Laptop"
"laptop_lg_gram_style_16","LG","i7","2025-07-31T22:07:41.393422","Stylish ultrabook with premium materials and solid performance. Great for professionals who value design and portability. Lightweight with good performance specs.","20xx","LG Gram Style 16","1999.0","32GB","16","E_Laptop"
"laptop_huawei_matebook_x_pro_2024","Huawei","i7","2025-07-31T22:07:41.393422","Premium ultrabook with excellent build quality and performance. Perfect for professionals who need reliability. Premium materials with competitive specifications.","20xx","Huawei MateBook X Pro 2024","1899.0","32GB","14","E_Laptop"
"laptop_xiaomi_mi_book_air_13","Xiaomi","i7","2025-07-31T22:07:41.393422","Affordable premium laptop with flagship features. Great for users who want performance without premium pricing. Solid build quality with modern specifications.","20xx","Xiaomi Mi Book Air 13","1599.0","32GB","13","E_Laptop"
"laptop_honor_magicbook_pro_16","Honor","i7","2025-07-31T22:07:41.393422","Value-oriented laptop with premium features and solid performance. Perfect for students and professionals on budget. Good balance of features and affordability.","20xx","Honor MagicBook Pro 16","1799.0","32GB","16","E_Laptop"
"laptop_framework_laptop_16","Framework","i7","2025-07-31T22:07:41.393422","Modular laptop with upgradeable and repairable design. Perfect for tech enthusiasts and environmentally conscious users. Innovative approach with solid performance.","20xx","Framework Laptop 16","2799.0","64GB","16","E_Laptop"
"laptop_system76_oryx_pro","System76","i7","2025-07-31T22:07:41.393422","Linux-focused laptop with open-source firmware and powerful specs. Ideal for developers and open-source enthusiasts. Premium performance with Linux optimization.","20xx","System76 Oryx Pro","2999.0","64GB","17","E_Laptop"
"laptop_purism_librem_15","Purism","i7","2025-07-31T22:07:41.393422","Privacy-focused laptop with hardware kill switches. Perfect for security-conscious professionals and privacy advocates. Unique approach with solid specifications.","20xx","Purism Librem 15","2199.0","64GB","15","E_Laptop"
"laptop_pine64_pinebook_pro_plus","Pine64","i7","2025-07-31T22:07:41.393422","Open-hardware laptop with community support and upgradeable design. Great for hackers and open-source enthusiasts. Community-driven with modern performance.","20xx","Pine64 Pinebook Pro Plus","1299.0","64GB","14","E_Laptop"
"laptop_star_labs_starbook","Star Labs","i7","2025-07-31T22:07:41.393422","Linux-optimized laptop with premium build quality. Perfect for developers and Linux enthusiasts. Clean design with Linux-focused optimization and solid specs.","20xx","Star Labs StarBook","1699.0","64GB","14","E_Laptop"
"laptop_acer_aspire_5_pro","Acer","i5","2025-07-31T22:07:41.393422","Affordable laptop with surprisingly good specs. Great for students and budget-conscious users. Good value proposition with decent build quality.","20xx","Acer Aspire 5 Pro","1299.0","32GB","15","E_Laptop"
"laptop_hp_pavilion_plus_14","HP","i5","2025-07-31T22:07:41.393422","Mid-range laptop with premium features at affordable price. Perfect for everyday use and light content creation. Good balance of features and affordability.","20xx","HP Pavilion Plus 14","1199.0","32GB","14","E_Laptop"
"laptop_lenovo_ideapad_slim_5i_pro","Lenovo","i5","2025-07-31T22:07:41.393422","Affordable laptop with large screen and solid performance. Great for students and home users. Good value with modern specifications and build quality.","20xx","Lenovo IdeaPad Slim 5i Pro","1399.0","32GB","16","E_Laptop"
"laptop_dell_inspiron_15_plus","Dell","i5","2025-07-31T22:07:41.393422","Budget laptop with premium features and solid performance. Perfect for everyday computing and light gaming. Good value proposition with reliable Dell quality.","20xx","Dell Inspiron 15 Plus","1199.0","32GB","15","E_Laptop"
"laptop_asus_vivobook_pro_16","ASUS","i5","2025-07-31T22:07:41.393422","Affordable creator laptop with large screen and decent specs. Great for content creation on a budget. Good performance with creative-focused features.","20xx","ASUS VivoBook Pro 16","1099.0","32GB","16","E_Laptop"
"laptop_panasonic_toughbook_55","Panasonic","i7","2025-07-31T22:07:41.393422","Rugged laptop built for extreme environments. Perfect for field work, military, and industrial applications. Maximum durability with solid performance specifications.","20xx","Panasonic Toughbook 55","3999.0","32GB","14","E_Laptop"
"laptop_getac_s410","Getac","i7","2025-07-31T22:07:41.394927","Semi-rugged laptop for demanding professional use. Ideal for field service, public safety, and outdoor work. Durable build with modern performance and connectivity.","20xx","Getac S410","3499.0","32GB","14","E_Laptop"
"laptop_durabook_s15","Durabook","i7","2025-07-31T22:07:41.394927","Rugged laptop with military-grade durability. Perfect for harsh environments and demanding applications. Reliable performance with extreme durability features.","20xx","Durabook S15","2999.0","32GB","15","E_Laptop"
"laptop_dell_latitude_5430_rugged","Dell","i7","2025-07-31T22:07:41.394927","Business rugged laptop with enterprise features. Great for field workers and demanding environments. Business-grade durability with solid performance.","20xx","Dell Latitude 5430 Rugged","2799.0","32GB","14","E_Laptop"
"laptop_hp_elite_dragonfly_g4","HP","i7","2025-07-31T22:07:41.394927","Ultra-premium business laptop with exceptional build quality. Perfect for executives and demanding professionals. Premium materials with cutting-edge technology.","20xx","HP Elite Dragonfly G4","2699.0","32GB","13","E_Laptop"
"laptop_msi_bravo_17","MSI","i5","2025-07-31T22:07:41.394927","Large-screen gaming laptop at competitive price. Great for casual gaming and multimedia consumption. Good value with solid gaming performance and large display.","20xx","MSI Bravo 17","1599.0","16GB","17","E_Laptop"
"laptop_asus_tuf_gaming_f17","ASUS","i5","2025-07-31T22:07:41.394927","Durable gaming laptop with military-grade construction. Perfect for budget gaming and student use. Solid build quality with decent gaming performance.","20xx","ASUS TUF Gaming F17","1399.0","16GB","17","E_Laptop"
"laptop_hp_pavilion_gaming_17","HP","i5","2025-07-31T22:07:41.394927","Gaming laptop with large screen and decent specs. Great for casual gaming and entertainment. Good balance of gaming capability and everyday usability.","20xx","HP Pavilion Gaming 17","1499.0","16GB","17","E_Laptop"
"laptop_acer_nitro_5_an517","Acer","i5","2025-07-31T22:07:41.394927","Budget gaming laptop with large screen and solid specs. Perfect for entry-level gaming and student use. Affordable gaming performance with decent build quality.","20xx","Acer Nitro 5 AN517","1299.0","16GB","17","E_Laptop"
"laptop_lenovo_legion_5i_gen_8","Lenovo","i5","2025-07-31T22:07:41.394927","Gaming laptop with premium features at competitive price. Great for gaming enthusiasts and content creators. Good balance of performance and affordability.","20xx","Lenovo Legion 5i Gen 8","1699.0","16GB","15","E_Laptop"
"laptop_clevo_p775tm1_g","Clevo","i9","2025-07-31T22:07:41.394927","Barebones workstation laptop with maximum customization. Perfect for system builders and power users. Desktop-class performance with full customization options.","20xx","Clevo P775TM1-G","4199.0","128GB","17","E_Laptop"
"laptop_sager_np9752","Sager","i9","2025-07-31T22:07:41.394927","High-performance laptop with desktop components. Ideal for gaming enthusiasts and content creators. Maximum performance with boutique build quality.","20xx","Sager NP9752","3999.0","128GB","17","E_Laptop"
"laptop_eurocom_tornado_f7w","Eurocom","i9","2025-07-31T22:07:41.394927","Mobile workstation with desktop-class performance. Perfect for professional applications and demanding workloads. Custom configuration with premium components.","20xx","Eurocom Tornado F7W","4299.0","128GB","17","E_Laptop"
"laptop_mythlogic_pollux_1613","Mythlogic","i9","2025-07-31T22:07:41.394927","Custom laptop with professional specifications. Great for content creators and power users. Boutique quality with maximum performance configurations.","20xx","Mythlogic Pollux 1613","3899.0","128GB","16","E_Laptop"
"laptop_obsidian_pc_shadow","Obsidian PC","i9","2025-07-31T22:07:41.394927","Premium gaming laptop with custom configuration options. Perfect for enthusiasts who want unique systems. High-end performance with personalized aesthetics.","20xx","Obsidian PC Shadow","3699.0","128GB","15","E_Laptop"
"laptop_refurbished_thinkpad_t480","Lenovo","i5","2025-07-31T22:07:41.394927","Refurbished business laptop with solid build quality. Great for budget-conscious professionals and students. ThinkPad reliability at affordable price point.","20xx","Refurbished ThinkPad T480","799.0","16GB","14","E_Laptop"
"laptop_open_box_xps_13","Dell","i5","2025-07-31T22:07:41.394927","Open-box premium ultrabook with warranty. Perfect for users who want premium features at lower cost. XPS quality with budget-friendly pricing.","20xx","Open-box XPS 13","899.0","16GB","13","E_Laptop"
"laptop_certified_pre_owned_macbook_air","Apple","i5","2025-07-31T22:07:41.394927","Certified pre-owned MacBook with warranty. Great for Apple ecosystem users on budget. Apple quality with affordable pricing and warranty support.","20xx","Certified Pre-owned MacBook Air","999.0","16GB","13","E_Laptop"
"laptop_factory_outlet_elitebook","HP","i5","2025-07-31T22:07:41.394927","Factory outlet business laptop with full warranty. Perfect for small businesses and budget-conscious professionals. Business-grade features at outlet pricing.","20xx","Factory Outlet EliteBook","849.0","16GB","14","E_Laptop"
"laptop_scratch_and_dent_zenbook","ASUS","i5","2025-07-31T22:07:41.394927","Scratch and dent ultrabook with full functionality. Great for budget users who prioritize performance over aesthetics. Premium features at significant discount.","20xx","Scratch and Dent ZenBook","749.0","16GB","14","E_Laptop"
"laptop_framework_laptop_13","Framework","i7","2025-07-31T22:07:41.394927","Modular laptop with repairable design and upgradeable ports. Perfect for sustainability-focused users and tech enthusiasts. Revolutionary approach with solid performance.","20xx","Framework Laptop 13","1999.0","32GB","13","E_Laptop"
"laptop_pine64_rockpro64_laptop","Pine64","i7","2025-07-31T22:07:41.394927","ARM-based laptop with open-source design. Great for developers and open-source enthusiasts. Unique architecture with community support and development.","20xx","Pine64 RockPro64 Laptop","899.0","32GB","15","E_Laptop"
"laptop_librem_14","Purism","i7","2025-07-31T22:07:41.394927","Privacy-focused laptop with hardware security features. Perfect for security professionals and privacy advocates. Open-source firmware with privacy-first design.","20xx","Librem 14","1999.0","32GB","14","E_Laptop"
"laptop_starlite_mk_v","Star Labs","i7","2025-07-31T22:07:41.394927","Compact Linux laptop with premium build quality. Great for developers and minimalist users. Ultra-portable with Linux optimization and solid specs.","20xx","StarLite Mk V","899.0","32GB","11","E_Laptop"
"laptop_novena_laptop","Bunnie Studios","i7","2025-07-31T22:07:41.395935","Open-hardware laptop with complete transparency. Perfect for hardware hackers and security researchers. Fully open design with educational value and solid performance.","20xx","Novena Laptop","1299.0","32GB","13","E_Laptop"
"laptop_alienware_x14_r2","Alienware","i9","2025-07-31T22:07:41.395935","Compact gaming laptop with alien design and powerful specs. Perfect for mobile gaming and LAN parties. Premium build with gaming-focused features in portable form.","20xx","Alienware x14 R2","3499.0","64GB","14","E_Laptop"
"laptop_rog_flow_z13","ASUS","i9","2025-07-31T22:07:41.395935","Gaming tablet with detachable keyboard and powerful specs. Great for mobile gaming and creative work. Unique form factor with solid gaming performance.","20xx","ROG Flow Z13","2999.0","64GB","13","E_Laptop"
"laptop_msi_stealth_17_studio","MSI","i9","2025-07-31T22:07:41.395935","Large-screen gaming laptop with studio-grade features. Perfect for content creators and professional gamers. Premium build with creator and gaming optimization.","20xx","MSI Stealth 17 Studio","3799.0","64GB","17","E_Laptop"
"laptop_razer_blade_15_studio","Razer","i9","2025-07-31T22:07:41.395935","Creator-focused gaming laptop with color-accurate display. Ideal for professional content creation and gaming. Premium materials with dual-purpose optimization.","20xx","Razer Blade 15 Studio","3299.0","64GB","15","E_Laptop"
"laptop_origin_pc_eon15_x","Origin PC","i9","2025-07-31T22:07:41.395935","High-performance gaming laptop with custom configuration. Perfect for enthusiasts who want maximum performance. Boutique quality with lifetime support and customization.","20xx","Origin PC EON15-X","3599.0","64GB","15","E_Laptop"
"laptop_thinkpad_x1_extreme_gen_6","Lenovo","i9","2025-07-31T22:07:41.400276","Ultimate business laptop with workstation performance. Perfect for executives who need maximum power and premium design. ThinkPad reliability with flagship specifications.","20xx","ThinkPad X1 Extreme Gen 6","3899.0","64GB","16","E_Laptop"
"laptop_elitebook_1050_g1","HP","i9","2025-07-31T22:07:41.395935","Premium business laptop with workstation-class graphics. Ideal for business professionals who need creative capabilities. Enterprise security with powerful performance.","20xx","EliteBook 1050 G1","2999.0","64GB","15","E_Laptop"
"laptop_latitude_9440_2_in_1","Dell","i9","2025-07-31T22:07:41.395935","Ultra-premium business convertible with cutting-edge features. Perfect for executives and mobile professionals. Maximum portability with flagship performance.","20xx","Latitude 9440 2-in-1","3199.0","64GB","14","E_Laptop"
"laptop_surface_laptop_studio","Microsoft","i9","2025-07-31T22:07:41.395935","Innovative business laptop with unique hinge design. Great for creative professionals and business users. Versatile form factor with Microsoft ecosystem integration.","20xx","Surface Laptop Studio","2799.0","64GB","14","E_Laptop"
"laptop_macbook_pro_14_m3_pro","Apple","i9","2025-07-31T22:07:41.395935","Professional MacBook with M3 Pro chip and stunning display. Perfect for developers and creative professionals. Premium build quality with exceptional performance.","20xx","MacBook Pro 14 M3 Pro","2999.0","64GB","14","E_Laptop"
"laptop_zenbook_pro_15_oled_um535","ASUS","i9","2025-07-31T22:07:41.395935","Creator workstation with stunning OLED display and powerful specs. Perfect for video editing, graphic design, and 3D modeling. Color-accurate display with professional features.","20xx","ZenBook Pro 15 OLED UM535","3499.0","64GB","15","E_Laptop"
"laptop_msi_creatorpro_x17","MSI","i9","2025-07-31T22:07:41.395935","Large-screen creator laptop with professional specifications. Ideal for content creators and designers who need screen real estate. ISV-certified for professional applications.","20xx","MSI CreatorPro X17","3799.0","64GB","17","E_Laptop"
"laptop_gigabyte_aero_15_oled","Gigabyte","i9","2025-07-31T22:07:41.395935","Compact creator laptop with OLED display and powerful internals. Great for mobile content creators and designers. Premium display quality with solid performance.","20xx","Gigabyte AERO 15 OLED","3299.0","64GB","15","E_Laptop"
"laptop_razer_book_13_creator","Razer","i9","2025-07-31T22:07:41.395935","Compact creator laptop with premium materials and solid specs. Perfect for designers and content creators who need portability. Clean design with powerful specifications.","20xx","Razer Book 13 Creator","2799.0","64GB","13","E_Laptop"
"laptop_hp_zbook_studio_g8","HP","i9","2025-07-31T22:07:41.395935","Mobile workstation optimized for creative workflows. Perfect for professional video editing and 3D work. ISV certification with creator-focused features.","20xx","HP ZBook Studio G8","3599.0","64GB","15","E_Laptop"
"laptop_xps_13_plus_developer","Dell","i7","2025-07-31T22:07:41.395935","Developer-focused ultrabook with premium build and Linux support. Perfect for software developers and programmers. Clean design with developer-optimized features.","20xx","XPS 13 Plus Developer","2199.0","32GB","13","E_Laptop"
"laptop_spectre_x360_16","HP","i7","2025-07-31T22:07:41.395935","Large-screen premium convertible with elegant design. Great for business professionals and creatives. Luxury materials with versatile form factor.","20xx","Spectre x360 16","2499.0","32GB","16","E_Laptop"
"laptop_thinkpad_x1_carbon_gen_11","Lenovo","i7","2025-07-31T22:07:41.395935","Flagship business ultrabook with carbon fiber construction. Perfect for mobile executives and professionals. Ultimate portability with premium build quality.","20xx","ThinkPad X1 Carbon Gen 11","2299.0","32GB","14","E_Laptop"
"laptop_macbook_air_15_m3","Apple","i7","2025-07-31T22:07:41.395935","Large-screen MacBook Air with M3 chip and all-day battery. Ideal for students and professionals who need portability. Silent fanless design with solid performance.","20xx","MacBook Air 15 M3","1899.0","32GB","15","E_Laptop"
"laptop_zenbook_14_oled_ux3402","ASUS","i7","2025-07-31T22:07:41.395935","Compact ultrabook with vibrant OLED display. Great for professionals who value display quality. Premium materials with excellent screen and portability.","20xx","ZenBook 14 OLED UX3402","1799.0","32GB","14","E_Laptop"
