"id:ID","contentRaw","createdAt","originalBrand","originalCpu","originalHardDrive","originalName","originalRam","originalVideoCard","sourceFile","sourceLine",":LABEL"
"doc_laptop_microsoft_surface_laptop_studio_2","INSERT INTO laptops VALUES ('Microsoft Surface Laptop Studio 2', 'Microsoft', 'Intel i7', 'GeForce RTX 20xx', 14, '32 G', '1T', 2799.0, 'Innovative convertible laptop with unique hinge design. Perfect for creative professionals and artists. Versatile form factor with powerful specifications.');","2025-07-31T22:07:41.393422","Microsoft","Intel i7","1T","Microsoft Surface Laptop Studio 2","32 G","GeForce RTX 20xx","laptop-data.sql","18","D_LaptopSpec"
"doc_laptop_huawei_matebook_16s","INSERT INTO laptops VALUES ('Huawei MateBook 16s', 'Huawei', 'intel i7', 'RTX20xx', 16, '32GB', '1 TB', 1999.0, 'Premium laptop with excellent display and solid performance. Great for professionals who value design and build quality. Competitive specifications at attractive price.');","2025-07-31T22:07:41.393422","Huawei","intel i7","1 TB","Huawei MateBook 16s","32GB","RTX20xx","laptop-data.sql","19","D_LaptopSpec"
"doc_laptop_xiaomi_redmibook_pro_15","INSERT INTO laptops VALUES ('Xiaomi RedmiBook Pro 15', 'Xiaomi', 'I 7', 'nvidia 20xx', 15, '32G', '1TB', 1699.0, 'Value-oriented premium laptop with flagship features. Perfect for users who want high performance without premium pricing. Excellent build quality and specifications.');","2025-07-31T22:07:41.393422","Xiaomi","I 7","1TB","Xiaomi RedmiBook Pro 15","32G","nvidia 20xx","laptop-data.sql","20","D_LaptopSpec"
"doc_laptop_apple_macbook_pro_16_m3_max","INSERT INTO laptops VALUES ('Apple MacBook Pro 16 M3 Max', 'Apple', 'i9', 'Nvidia 20xx', 16, '128GB', '4T', 4999.0, 'Ultimate creative powerhouse with M3 Max chip and stunning display. Perfect for professional video editing, music production, and software development. Premium build and performance.');","2025-07-31T22:07:41.393422","Apple","i9","4T","Apple MacBook Pro 16 M3 Max","128GB","Nvidia 20xx","laptop-data.sql","21","D_LaptopSpec"
"doc_laptop_gigabyte_aero_16_creator","INSERT INTO laptops VALUES ('Gigabyte AERO 16 Creator', 'Gigabyte', 'I9', 'NVIDIA RTX 20xx', 16, '128G', '4TB', 4199.0, 'Professional creator laptop with color-accurate OLED display. Ideal for content creation and professional design work. Premium display quality with powerful specifications.');","2025-07-31T22:07:41.393422","Gigabyte","I9","4TB","Gigabyte AERO 16 Creator","128G","NVIDIA RTX 20xx","laptop-data.sql","22","D_LaptopSpec"
"doc_laptop_msi_creatorpro_z16p","INSERT INTO laptops VALUES ('MSI CreatorPro Z16P', 'MSI', 'Intel Core i9', 'GeForce 20xx', 16, '128 GB', '4T', 3999.0, 'Content creator laptop optimized for professional workflows. Perfect for video editing, 3D rendering, and graphic design. ISV-certified with premium components.');","2025-07-31T22:07:41.393422","MSI","Intel Core i9","4T","MSI CreatorPro Z16P","128 GB","GeForce 20xx","laptop-data.sql","23","D_LaptopSpec"
"doc_laptop_asus_proart_studiobook_16","INSERT INTO laptops VALUES ('ASUS ProArt Studiobook 16', 'ASUS', 'intel i9', 'RTX 20xx', 16, '128GB', '4 TB', 3799.0, 'Professional creator laptop with Pantone-validated display. Perfect for color-critical work and professional content creation. Premium materials with workstation performance.');","2025-07-31T22:07:41.393422","ASUS","intel i9","4 TB","ASUS ProArt Studiobook 16","128GB","RTX 20xx","laptop-data.sql","24","D_LaptopSpec"
"doc_laptop_hp_zbook_create_g10","INSERT INTO laptops VALUES ('HP ZBook Create G10', 'HP', 'I 9', 'nvidia rtx 20xx', 16, '128G', '4TB', 3899.0, 'Creator-focused mobile workstation with professional graphics. Ideal for video production, 3D modeling, and professional design. Premium build with creator-optimized features.');","2025-07-31T22:07:41.393422","HP","I 9","4TB","HP ZBook Create G10","128G","nvidia rtx 20xx","laptop-data.sql","25","D_LaptopSpec"
"doc_laptop_acer_predator_triton_500_se","INSERT INTO laptops VALUES ('Acer Predator Triton 500 SE', 'Acer', 'i7', 'NVIDIA 20xx', 16, '32GB', '2T', 2499.0, 'High-performance gaming laptop with premium display and solid specs. Great for competitive gaming and content creation. Good balance of performance and price.');","2025-07-31T22:07:41.393422","Acer","i7","2T","Acer Predator Triton 500 SE","32GB","NVIDIA 20xx","laptop-data.sql","26","D_LaptopSpec"
"doc_laptop_asus_tuf_gaming_a17","INSERT INTO laptops VALUES ('ASUS TUF Gaming A17', 'ASUS', 'I7', 'GeForce RTX 20xx', 17, '32G', '2TB', 1999.0, 'Durable gaming laptop with military-grade construction. Perfect for gaming enthusiasts who need reliability. Solid performance with robust build quality.');","2025-07-31T22:07:41.393422","ASUS","I7","2TB","ASUS TUF Gaming A17","32G","GeForce RTX 20xx","laptop-data.sql","27","D_LaptopSpec"
"doc_laptop_hp_victus_16","INSERT INTO laptops VALUES ('HP Victus 16', 'HP', 'Intel i7', 'nvidia 20xx', 16, '32 GB', '2T', 1799.0, 'Gaming laptop with solid performance at competitive price. Great for casual gaming and content creation. Good value proposition with modern design.');","2025-07-31T22:07:41.393422","HP","Intel i7","2T","HP Victus 16","32 GB","nvidia 20xx","laptop-data.sql","28","D_LaptopSpec"
"doc_laptop_lenovo_legion_7i","INSERT INTO laptops VALUES ('Lenovo Legion 7i', 'Lenovo', 'intel i7', 'RTX20xx', 16, '32GB', '2 TB', 2699.0, 'Premium gaming laptop with RGB lighting and powerful specs. Perfect for gaming enthusiasts and streamers. Advanced cooling with premium gaming features.');","2025-07-31T22:07:41.393422","Lenovo","intel i7","2 TB","Lenovo Legion 7i","32GB","RTX20xx","laptop-data.sql","29","D_LaptopSpec"
"doc_laptop_dell_alienware_m16","INSERT INTO laptops VALUES ('Dell Alienware m16', 'Dell', 'I 7', 'NVIDIA RTX 20xx', 16, '32G', '2TB', 2999.0, 'Gaming laptop with alien-inspired design and solid performance. Ideal for gamers who want unique aesthetics. Premium build quality with gaming-focused features.');","2025-07-31T22:07:41.393422","Dell","I 7","2TB","Dell Alienware m16","32G","NVIDIA RTX 20xx","laptop-data.sql","30","D_LaptopSpec"
"doc_laptop_razer_blade_stealth_13_v2","INSERT INTO laptops VALUES ('Razer Blade Stealth 13 V2', 'Razer', 'i7', 'GeForce 20xx', 13, '16GB', '1T', 1999.0, 'Compact laptop with gaming capabilities and premium design. Perfect for professionals who occasionally game. Ultra-portable with solid performance.');","2025-07-31T22:07:41.393422","Razer","i7","1T","Razer Blade Stealth 13 V2","16GB","GeForce 20xx","laptop-data.sql","31","D_LaptopSpec"
"doc_laptop_asus_zenbook_s13_oled","INSERT INTO laptops VALUES ('ASUS ZenBook S13 OLED', 'ASUS', 'I7', 'nvidia rtx 20xx', 13, '16G', '1TB', 1799.0, 'Ultra-portable laptop with stunning OLED display. Great for professionals and creatives who need portability. Premium materials with excellent screen quality.');","2025-07-31T22:07:41.393422","ASUS","I7","1TB","ASUS ZenBook S13 OLED","16G","nvidia rtx 20xx","laptop-data.sql","32","D_LaptopSpec"
"doc_laptop_hp_spectre_x360_14","INSERT INTO laptops VALUES ('HP Spectre x360 14', 'HP', 'Intel i7', 'RTX 20xx', 14, '16 GB', '1T', 2199.0, 'Premium convertible laptop with elegant design. Perfect for business professionals and creatives. Luxury materials with solid performance specifications.');","2025-07-31T22:07:41.393422","HP","Intel i7","1T","HP Spectre x360 14","16 GB","RTX 20xx","laptop-data.sql","33","D_LaptopSpec"
"doc_laptop_lenovo_thinkpad_x1_yoga_gen_8","INSERT INTO laptops VALUES ('Lenovo ThinkPad X1 Yoga Gen 8', 'Lenovo', 'intel i7', 'GeForce RTX 20xx', 14, '16GB', '1 TB', 2399.0, 'Business convertible with premium build quality. Ideal for executives and mobile professionals. ThinkPad reliability with modern performance.');","2025-07-31T22:07:41.393422","Lenovo","intel i7","1 TB","Lenovo ThinkPad X1 Yoga Gen 8","16GB","GeForce RTX 20xx","laptop-data.sql","34","D_LaptopSpec"
"doc_laptop_dell_xps_15_oled","INSERT INTO laptops VALUES ('Dell XPS 15 OLED', 'Dell', 'I 7', 'NVIDIA 20xx', 15, '16G', '1TB', 2699.0, 'Premium laptop with gorgeous OLED display and solid performance. Perfect for content creators and professionals. Exceptional display quality with powerful specs.');","2025-07-31T22:07:41.393422","Dell","I 7","1TB","Dell XPS 15 OLED","16G","NVIDIA 20xx","laptop-data.sql","35","D_LaptopSpec"
"doc_laptop_msi_katana_17","INSERT INTO laptops VALUES ('MSI Katana 17', 'MSI', 'i7', 'nvidia 20xx', 17, '32GB', '1T', 1899.0, 'Large-screen gaming laptop with solid performance. Great for gaming enthusiasts and content creators. Good value with decent build quality and performance.');","2025-07-31T22:07:41.393422","MSI","i7","1T","MSI Katana 17","32GB","nvidia 20xx","laptop-data.sql","36","D_LaptopSpec"
"doc_laptop_asus_rog_strix_g17","INSERT INTO laptops VALUES ('ASUS ROG Strix G17', 'ASUS', 'I7', 'GeForce RTX 20xx', 17, '32G', '1TB', 2199.0, 'Gaming laptop with aggressive styling and powerful specs. Perfect for gaming enthusiasts who want performance and aesthetics. Solid cooling with RGB effects.');","2025-07-31T22:07:41.393422","ASUS","I7","1TB","ASUS ROG Strix G17","32G","GeForce RTX 20xx","laptop-data.sql","37","D_LaptopSpec"
"doc_laptop_hp_omen_16_gaming","INSERT INTO laptops VALUES ('HP Omen 16 Gaming', 'HP', 'Intel i7', 'RTX20xx', 16, '32 GB', '1T', 1999.0, 'Gaming laptop with solid performance and modern design. Great for competitive gaming and streaming. Advanced thermal management with gaming-focused features.');","2025-07-31T22:07:41.393422","HP","Intel i7","1T","HP Omen 16 Gaming","32 GB","RTX20xx","laptop-data.sql","38","D_LaptopSpec"
"doc_laptop_acer_nitro_17","INSERT INTO laptops VALUES ('Acer Nitro 17', 'Acer', 'intel i7', 'NVIDIA RTX 20xx', 17, '32GB', '1 TB', 1699.0, 'Budget gaming laptop with large screen and decent specs. Perfect for casual gaming and content creation. Good value proposition with solid performance.');","2025-07-31T22:07:41.393422","Acer","intel i7","1 TB","Acer Nitro 17","32GB","NVIDIA RTX 20xx","laptop-data.sql","39","D_LaptopSpec"
"doc_laptop_lenovo_ideapad_gaming_3i","INSERT INTO laptops VALUES ('Lenovo IdeaPad Gaming 3i', 'Lenovo', 'I 7', 'nvidia rtx 20xx', 15, '32G', '1TB', 1599.0, 'Affordable gaming laptop with solid performance. Great for students and casual gamers. Good balance of gaming capability and everyday usability.');","2025-07-31T22:07:41.393422","Lenovo","I 7","1TB","Lenovo IdeaPad Gaming 3i","32G","nvidia rtx 20xx","laptop-data.sql","40","D_LaptopSpec"
"doc_laptop_hp_elitebook_860_g10","INSERT INTO laptops VALUES ('HP EliteBook 860 G10', 'HP', 'i7', 'GeForce 20xx', 16, '64GB', '2T', 2899.0, 'Premium business laptop with large screen and powerful specs. Perfect for executives and power users. Enterprise features with solid performance.');","2025-07-31T22:07:41.393422","HP","i7","2T","HP EliteBook 860 G10","64GB","GeForce 20xx","laptop-data.sql","41","D_LaptopSpec"
"doc_laptop_dell_latitude_7440","INSERT INTO laptops VALUES ('Dell Latitude 7440', 'Dell', 'I7', 'nvidia 20xx', 14, '64G', '2TB', 2199.0, 'Business laptop with premium build quality and security features. Ideal for enterprise deployments and professional use. Reliable performance with modern connectivity.');","2025-07-31T22:07:41.393422","Dell","I7","2TB","Dell Latitude 7440","64G","nvidia 20xx","laptop-data.sql","42","D_LaptopSpec"
"doc_laptop_lenovo_thinkpad_t16_gen_2","INSERT INTO laptops VALUES ('Lenovo ThinkPad T16 Gen 2', 'Lenovo', 'Intel i7', 'RTX 20xx', 16, '64 GB', '2T', 2399.0, 'Large-screen business laptop with ThinkPad reliability. Perfect for professionals who need screen real estate. Premium build with excellent keyboard and performance.');","2025-07-31T22:07:41.393422","Lenovo","Intel i7","2T","Lenovo ThinkPad T16 Gen 2","64 GB","RTX 20xx","laptop-data.sql","43","D_LaptopSpec"
"doc_laptop_asus_expertbook_b7","INSERT INTO laptops VALUES ('ASUS ExpertBook B7', 'ASUS', 'intel i7', 'NVIDIA RTX 20xx', 17, '64GB', '2 TB', 2699.0, 'Enterprise laptop with security features and solid performance. Great for business deployments and professional use. Reliable build with modern specifications.');","2025-07-31T22:07:41.393422","ASUS","intel i7","2 TB","ASUS ExpertBook B7","64GB","NVIDIA RTX 20xx","laptop-data.sql","44","D_LaptopSpec"
"doc_laptop_acer_travelmate_p6","INSERT INTO laptops VALUES ('Acer TravelMate P6', 'Acer', 'I 7', 'GeForce RTX 20xx', 14, '64G', '2TB', 1999.0, 'Business laptop with focus on portability and performance. Perfect for traveling professionals and consultants. Good balance of features and mobility.');","2025-07-31T22:07:41.393422","Acer","I 7","2TB","Acer TravelMate P6","64G","GeForce RTX 20xx","laptop-data.sql","45","D_LaptopSpec"
"doc_laptop_microsoft_surface_studio_laptop","INSERT INTO laptops VALUES ('Microsoft Surface Studio Laptop', 'Microsoft', 'i9', 'nvidia rtx 20xx', 14, '64GB', '2T', 3499.0, 'Premium convertible laptop with innovative design. Perfect for creative professionals and artists. Unique form factor with powerful specifications and premium materials.');","2025-07-31T22:07:41.393422","Microsoft","i9","2T","Microsoft Surface Studio Laptop","64GB","nvidia rtx 20xx","laptop-data.sql","46","D_LaptopSpec"
"doc_laptop_hp_spectre_fold","INSERT INTO laptops VALUES ('HP Spectre Fold', 'HP', 'I9', 'NVIDIA 20xx', 17, '64G', '2TB', 4999.0, 'Innovative foldable laptop with cutting-edge technology. Ideal for early adopters and professionals who want the latest tech. Revolutionary design with premium specifications.');","2025-07-31T22:07:41.393422","HP","I9","2TB","HP Spectre Fold","64G","NVIDIA 20xx","laptop-data.sql","47","D_LaptopSpec"
"doc_laptop_lenovo_thinkpad_x1_fold_gen_2","INSERT INTO laptops VALUES ('Lenovo ThinkPad X1 Fold Gen 2', 'Lenovo', 'Intel Core i9', 'GeForce RTX 20xx', 16, '64 GB', '2T', 4299.0, 'Foldable business laptop with premium build quality. Perfect for executives and tech enthusiasts. Innovative design with ThinkPad reliability and modern performance.');","2025-07-31T22:07:41.393422","Lenovo","Intel Core i9","2T","Lenovo ThinkPad X1 Fold Gen 2","64 GB","GeForce RTX 20xx","laptop-data.sql","48","D_LaptopSpec"
"doc_laptop_asus_zenbook_pro_16x_fold","INSERT INTO laptops VALUES ('ASUS ZenBook Pro 16X Fold', 'ASUS', 'intel i9', 'RTX20xx', 16, '64GB', '2 TB', 3999.0, 'Creator-focused foldable laptop with OLED display. Perfect for content creators and design professionals. Cutting-edge technology with creator-optimized features.');","2025-07-31T22:07:41.393422","ASUS","intel i9","2 TB","ASUS ZenBook Pro 16X Fold","64GB","RTX20xx","laptop-data.sql","49","D_LaptopSpec"
"doc_laptop_dell_concept_luna","INSERT INTO laptops VALUES ('Dell Concept Luna', 'Dell', 'I 9', 'nvidia 20xx', 15, '64G', '2TB', 3799.0, 'Sustainable laptop with innovative design and premium specs. Great for environmentally conscious professionals. Premium performance with sustainable materials and design.');","2025-07-31T22:07:41.393422","Dell","I 9","2TB","Dell Concept Luna","64G","nvidia 20xx","laptop-data.sql","50","D_LaptopSpec"
"doc_laptop_samsung_galaxy_book4_pro","INSERT INTO laptops VALUES ('Samsung Galaxy Book4 Pro', 'Samsung', 'i7', 'NVIDIA RTX 20xx', 16, '32GB', '1T', 2199.0, 'Premium ultrabook with Samsung ecosystem integration. Perfect for professionals in Samsung ecosystem. AMOLED display with solid performance and premium build.');","2025-07-31T22:07:41.393422","Samsung","i7","1T","Samsung Galaxy Book4 Pro","32GB","NVIDIA RTX 20xx","laptop-data.sql","51","D_LaptopSpec"
"doc_laptop_lg_gram_style_16","INSERT INTO laptops VALUES ('LG Gram Style 16', 'LG', 'I7', 'GeForce 20xx', 16, '32G', '1TB', 1999.0, 'Stylish ultrabook with premium materials and solid performance. Great for professionals who value design and portability. Lightweight with good performance specs.');","2025-07-31T22:07:41.393422","LG","I7","1TB","LG Gram Style 16","32G","GeForce 20xx","laptop-data.sql","52","D_LaptopSpec"
"doc_laptop_huawei_matebook_x_pro_2024","INSERT INTO laptops VALUES ('Huawei MateBook X Pro 2024', 'Huawei', 'Intel i7', 'nvidia rtx 20xx', 14, '32 GB', '1T', 1899.0, 'Premium ultrabook with excellent build quality and performance. Perfect for professionals who need reliability. Premium materials with competitive specifications.');","2025-07-31T22:07:41.393422","Huawei","Intel i7","1T","Huawei MateBook X Pro 2024","32 GB","nvidia rtx 20xx","laptop-data.sql","53","D_LaptopSpec"
"doc_laptop_xiaomi_mi_book_air_13","INSERT INTO laptops VALUES ('Xiaomi Mi Book Air 13', 'Xiaomi', 'intel i7', 'RTX 20xx', 13, '32GB', '1 TB', 1599.0, 'Affordable premium laptop with flagship features. Great for users who want performance without premium pricing. Solid build quality with modern specifications.');","2025-07-31T22:07:41.393422","Xiaomi","intel i7","1 TB","Xiaomi Mi Book Air 13","32GB","RTX 20xx","laptop-data.sql","54","D_LaptopSpec"
"doc_laptop_honor_magicbook_pro_16","INSERT INTO laptops VALUES ('Honor MagicBook Pro 16', 'Honor', 'I 7', 'NVIDIA 20xx', 16, '32G', '1TB', 1799.0, 'Value-oriented laptop with premium features and solid performance. Perfect for students and professionals on budget. Good balance of features and affordability.');","2025-07-31T22:07:41.393422","Honor","I 7","1TB","Honor MagicBook Pro 16","32G","NVIDIA 20xx","laptop-data.sql","55","D_LaptopSpec"
"doc_laptop_framework_laptop_16","INSERT INTO laptops VALUES ('Framework Laptop 16', 'Framework', 'i7', 'GeForce RTX 20xx', 16, '64GB', '2T', 2799.0, 'Modular laptop with upgradeable and repairable design. Perfect for tech enthusiasts and environmentally conscious users. Innovative approach with solid performance.');","2025-07-31T22:07:41.393422","Framework","i7","2T","Framework Laptop 16","64GB","GeForce RTX 20xx","laptop-data.sql","56","D_LaptopSpec"
"doc_laptop_system76_oryx_pro","INSERT INTO laptops VALUES ('System76 Oryx Pro', 'System76', 'I7', 'nvidia 20xx', 17, '64G', '2TB', 2999.0, 'Linux-focused laptop with open-source firmware and powerful specs. Ideal for developers and open-source enthusiasts. Premium performance with Linux optimization.');","2025-07-31T22:07:41.393422","System76","I7","2TB","System76 Oryx Pro","64G","nvidia 20xx","laptop-data.sql","57","D_LaptopSpec"
"doc_laptop_purism_librem_15","INSERT INTO laptops VALUES ('Purism Librem 15', 'Purism', 'Intel i7', 'RTX20xx', 15, '64 GB', '2T', 2199.0, 'Privacy-focused laptop with hardware kill switches. Perfect for security-conscious professionals and privacy advocates. Unique approach with solid specifications.');","2025-07-31T22:07:41.393422","Purism","Intel i7","2T","Purism Librem 15","64 GB","RTX20xx","laptop-data.sql","58","D_LaptopSpec"
"doc_laptop_pine64_pinebook_pro_plus","INSERT INTO laptops VALUES ('Pine64 Pinebook Pro Plus', 'Pine64', 'intel i7', 'NVIDIA RTX 20xx', 14, '64GB', '2 TB', 1299.0, 'Open-hardware laptop with community support and upgradeable design. Great for hackers and open-source enthusiasts. Community-driven with modern performance.');","2025-07-31T22:07:41.393422","Pine64","intel i7","2 TB","Pine64 Pinebook Pro Plus","64GB","NVIDIA RTX 20xx","laptop-data.sql","59","D_LaptopSpec"
"doc_laptop_star_labs_starbook","INSERT INTO laptops VALUES ('Star Labs StarBook', 'Star Labs', 'I 7', 'GeForce 20xx', 14, '64G', '2TB', 1699.0, 'Linux-optimized laptop with premium build quality. Perfect for developers and Linux enthusiasts. Clean design with Linux-focused optimization and solid specs.');","2025-07-31T22:07:41.393422","Star Labs","I 7","2TB","Star Labs StarBook","64G","GeForce 20xx","laptop-data.sql","60","D_LaptopSpec"
"doc_laptop_acer_aspire_5_pro","INSERT INTO laptops VALUES ('Acer Aspire 5 Pro', 'Acer', 'i5', 'nvidia rtx 20xx', 15, '32GB', '1T', 1299.0, 'Affordable laptop with surprisingly good specs. Great for students and budget-conscious users. Good value proposition with decent build quality.');","2025-07-31T22:07:41.393422","Acer","i5","1T","Acer Aspire 5 Pro","32GB","nvidia rtx 20xx","laptop-data.sql","61","D_LaptopSpec"
"doc_laptop_hp_pavilion_plus_14","INSERT INTO laptops VALUES ('HP Pavilion Plus 14', 'HP', 'I5', 'NVIDIA 20xx', 14, '32G', '1TB', 1199.0, 'Mid-range laptop with premium features at affordable price. Perfect for everyday use and light content creation. Good balance of features and affordability.');","2025-07-31T22:07:41.393422","HP","I5","1TB","HP Pavilion Plus 14","32G","NVIDIA 20xx","laptop-data.sql","62","D_LaptopSpec"
"doc_laptop_lenovo_ideapad_slim_5i_pro","INSERT INTO laptops VALUES ('Lenovo IdeaPad Slim 5i Pro', 'Lenovo', 'Intel i5', 'GeForce RTX 20xx', 16, '32 GB', '1T', 1399.0, 'Affordable laptop with large screen and solid performance. Great for students and home users. Good value with modern specifications and build quality.');","2025-07-31T22:07:41.393422","Lenovo","Intel i5","1T","Lenovo IdeaPad Slim 5i Pro","32 GB","GeForce RTX 20xx","laptop-data.sql","63","D_LaptopSpec"
"doc_laptop_dell_inspiron_15_plus","INSERT INTO laptops VALUES ('Dell Inspiron 15 Plus', 'Dell', 'intel i5', 'RTX 20xx', 15, '32GB', '1 TB', 1199.0, 'Budget laptop with premium features and solid performance. Perfect for everyday computing and light gaming. Good value proposition with reliable Dell quality.');","2025-07-31T22:07:41.393422","Dell","intel i5","1 TB","Dell Inspiron 15 Plus","32GB","RTX 20xx","laptop-data.sql","64","D_LaptopSpec"
"doc_laptop_asus_vivobook_pro_16","INSERT INTO laptops VALUES ('ASUS VivoBook Pro 16', 'ASUS', 'I 5', 'nvidia 20xx', 16, '32G', '1TB', 1099.0, 'Affordable creator laptop with large screen and decent specs. Great for content creation on a budget. Good performance with creative-focused features.');","2025-07-31T22:07:41.393422","ASUS","I 5","1TB","ASUS VivoBook Pro 16","32G","nvidia 20xx","laptop-data.sql","65","D_LaptopSpec"
"doc_laptop_panasonic_toughbook_55","INSERT INTO laptops VALUES ('Panasonic Toughbook 55', 'Panasonic', 'i7', 'NVIDIA RTX 20xx', 14, '32GB', '2T', 3999.0, 'Rugged laptop built for extreme environments. Perfect for field work, military, and industrial applications. Maximum durability with solid performance specifications.');","2025-07-31T22:07:41.393422","Panasonic","i7","2T","Panasonic Toughbook 55","32GB","NVIDIA RTX 20xx","laptop-data.sql","66","D_LaptopSpec"
"doc_laptop_getac_s410","INSERT INTO laptops VALUES ('Getac S410', 'Getac', 'I7', 'GeForce 20xx', 14, '32G', '2TB', 3499.0, 'Semi-rugged laptop for demanding professional use. Ideal for field service, public safety, and outdoor work. Durable build with modern performance and connectivity.');","2025-07-31T22:07:41.394927","Getac","I7","2TB","Getac S410","32G","GeForce 20xx","laptop-data.sql","67","D_LaptopSpec"
"doc_laptop_durabook_s15","INSERT INTO laptops VALUES ('Durabook S15', 'Durabook', 'Intel i7', 'nvidia rtx 20xx', 15, '32 GB', '2T', 2999.0, 'Rugged laptop with military-grade durability. Perfect for harsh environments and demanding applications. Reliable performance with extreme durability features.');","2025-07-31T22:07:41.394927","Durabook","Intel i7","2T","Durabook S15","32 GB","nvidia rtx 20xx","laptop-data.sql","68","D_LaptopSpec"
"doc_laptop_dell_latitude_5430_rugged","INSERT INTO laptops VALUES ('Dell Latitude 5430 Rugged', 'Dell', 'intel i7', 'RTX20xx', 14, '32GB', '2 TB', 2799.0, 'Business rugged laptop with enterprise features. Great for field workers and demanding environments. Business-grade durability with solid performance.');","2025-07-31T22:07:41.394927","Dell","intel i7","2 TB","Dell Latitude 5430 Rugged","32GB","RTX20xx","laptop-data.sql","69","D_LaptopSpec"
"doc_laptop_hp_elite_dragonfly_g4","INSERT INTO laptops VALUES ('HP Elite Dragonfly G4', 'HP', 'I 7', 'NVIDIA 20xx', 13, '32G', '2TB', 2699.0, 'Ultra-premium business laptop with exceptional build quality. Perfect for executives and demanding professionals. Premium materials with cutting-edge technology.');","2025-07-31T22:07:41.394927","HP","I 7","2TB","HP Elite Dragonfly G4","32G","NVIDIA 20xx","laptop-data.sql","70","D_LaptopSpec"
"doc_laptop_msi_bravo_17","INSERT INTO laptops VALUES ('MSI Bravo 17', 'MSI', 'i5', 'GeForce RTX 20xx', 17, '16GB', '1T', 1599.0, 'Large-screen gaming laptop at competitive price. Great for casual gaming and multimedia consumption. Good value with solid gaming performance and large display.');","2025-07-31T22:07:41.394927","MSI","i5","1T","MSI Bravo 17","16GB","GeForce RTX 20xx","laptop-data.sql","71","D_LaptopSpec"
"doc_laptop_asus_tuf_gaming_f17","INSERT INTO laptops VALUES ('ASUS TUF Gaming F17', 'ASUS', 'I5', 'nvidia 20xx', 17, '16G', '1TB', 1399.0, 'Durable gaming laptop with military-grade construction. Perfect for budget gaming and student use. Solid build quality with decent gaming performance.');","2025-07-31T22:07:41.394927","ASUS","I5","1TB","ASUS TUF Gaming F17","16G","nvidia 20xx","laptop-data.sql","72","D_LaptopSpec"
"doc_laptop_hp_pavilion_gaming_17","INSERT INTO laptops VALUES ('HP Pavilion Gaming 17', 'HP', 'Intel i5', 'RTX 20xx', 17, '16 GB', '1T', 1499.0, 'Gaming laptop with large screen and decent specs. Great for casual gaming and entertainment. Good balance of gaming capability and everyday usability.');","2025-07-31T22:07:41.394927","HP","Intel i5","1T","HP Pavilion Gaming 17","16 GB","RTX 20xx","laptop-data.sql","73","D_LaptopSpec"
"doc_laptop_acer_nitro_5_an517","INSERT INTO laptops VALUES ('Acer Nitro 5 AN517', 'Acer', 'intel i5', 'NVIDIA RTX 20xx', 17, '16GB', '1 TB', 1299.0, 'Budget gaming laptop with large screen and solid specs. Perfect for entry-level gaming and student use. Affordable gaming performance with decent build quality.');","2025-07-31T22:07:41.394927","Acer","intel i5","1 TB","Acer Nitro 5 AN517","16GB","NVIDIA RTX 20xx","laptop-data.sql","74","D_LaptopSpec"
"doc_laptop_lenovo_legion_5i_gen_8","INSERT INTO laptops VALUES ('Lenovo Legion 5i Gen 8', 'Lenovo', 'I 5', 'GeForce 20xx', 15, '16G', '1TB', 1699.0, 'Gaming laptop with premium features at competitive price. Great for gaming enthusiasts and content creators. Good balance of performance and affordability.');","2025-07-31T22:07:41.394927","Lenovo","I 5","1TB","Lenovo Legion 5i Gen 8","16G","GeForce 20xx","laptop-data.sql","75","D_LaptopSpec"
"doc_laptop_clevo_p775tm1_g","INSERT INTO laptops VALUES ('Clevo P775TM1-G', 'Clevo', 'i9', 'nvidia rtx 20xx', 17, '128GB', '4T', 4199.0, 'Barebones workstation laptop with maximum customization. Perfect for system builders and power users. Desktop-class performance with full customization options.');","2025-07-31T22:07:41.394927","Clevo","i9","4T","Clevo P775TM1-G","128GB","nvidia rtx 20xx","laptop-data.sql","76","D_LaptopSpec"
"doc_laptop_sager_np9752","INSERT INTO laptops VALUES ('Sager NP9752', 'Sager', 'I9', 'NVIDIA RTX 20xx', 17, '128G', '4TB', 3999.0, 'High-performance laptop with desktop components. Ideal for gaming enthusiasts and content creators. Maximum performance with boutique build quality.');","2025-07-31T22:07:41.394927","Sager","I9","4TB","Sager NP9752","128G","NVIDIA RTX 20xx","laptop-data.sql","77","D_LaptopSpec"
"doc_laptop_eurocom_tornado_f7w","INSERT INTO laptops VALUES ('Eurocom Tornado F7W', 'Eurocom', 'Intel Core i9', 'GeForce 20xx', 17, '128 GB', '4T', 4299.0, 'Mobile workstation with desktop-class performance. Perfect for professional applications and demanding workloads. Custom configuration with premium components.');","2025-07-31T22:07:41.394927","Eurocom","Intel Core i9","4T","Eurocom Tornado F7W","128 GB","GeForce 20xx","laptop-data.sql","78","D_LaptopSpec"
